TitleID,Listed subjects
64723,"South America ; Natural history ; Provenance ; Description and travel ; Bürgerschule für Knaben (Vienna, Austria) ; Caribbean Area"
64959,Agricultural ecology ; Central America ; Plant ecology
65405,Central America ; Scientific Expeditions ; CSAIP ; Imprint 1797 ; Natural history
65496,Central America ; Varieties ; Trees ; Oak
65890,Sociedad Económica de Amigos del País (Guatemala) ; Agriculture ; Central America ; CSAIP ; History ; Economic aspects ; Sources ; Cacao ; Imprint 1799
66255,"1701-1774 ; Regim ; Amazon River ; Scientific Expeditions ; History ; Journeys ; South America ; La Condamine, Charles-Marie de, ; 18th century ; Description and travel ; Discovery and exploration ; Amazon River Region"
68069,South America ; Islands of the Pacific ; Geology ; Pacific coast ; New South Wales ; Volcanoes ; Coral reefs and islands
68190,Peru ; Antiquities ; Incas ; Indians of South America
68192,Indian art ; Central America ; Mexico
68194,Mexico ; Indians of Central America ; Antiquities ; Indians of Mexico
68255,Mexico ; Indians of Mexico ; Antiquities ; Indians of Central America ; Central America
68256,Indians of Mexico ; Antiquities ; Central America ; Indians of Central America ; Mexico
68283,History ; Peru ; Indians of South America ; Incas ; Antiquities ; To 1548
68319,Description and travel ; South America ; Mexico ; Siberia (Russia) ; Scientific Expeditions
68325,Antiquities ; Central America ; Exhibitions ; American Museum of Natural History ; Mexican and Central American hall ; Mexico
68328,Indian goldwork ; Peru ; Exhibitions ; Museo Oro del Perú ; Indians of South America ; Antiquities
68334,Antiquities ; Incas ; History ; Indians of South America ; Peru ; To 1548
68339,Peru ; Antiquities ; Incas ; Indians of South America ; History ; To 1548
68341,Mexico ; Antiquities ; Central America ; Indians of Mexico ; Indians of Central America
69115,Incas ; Peru ; Indians of South America ; 57.1(8)2 ; Antiquities
69471,"Botany, Medical ; Medical geography ; Brazil ; Medicine ; Natural history ; Indians of South America"
70409,Natural history ; Description and travel ; Venezuela ; Birds ; South America ; Guyana
70413,Geology ; Description and travel ; (1831-1836) ; Beagle Expedition ; South America ; Natural history ; Voyages around the world
70828,Description and travel ; Physical geography ; South America ; Plant morphology ; Science
70903,South America ; Spain ; Botany
77395,Spain ; Botany ; Latin America
77397,Blossom (Ship) ; Oceania ; Mexico ; Botany ; South America
77413,Imprint 1605 ; Peru ; Latin America ; Indians of South America ; Discovery and exploration ; Natural history ; Early accounts to 1600 ; Indians of Mexico ; America
77456,Early accounts to 1600 ; Indians of Mexico ; America ; Latin America ; Indians of South America ; Discovery and exploration ; Natural history ; Peru ; Imprint 1598
77457,Latin America ; Natural history ; Discovery and exploration ; Indians of Mexico ; America ; Early accounts to 1600 ; Indians of South America ; Imprint 1600 ; Peru
77500,South America ; Scientific Expeditions ; Description and travel ; Mexico ; Siberia (Russia)
78580,Botany ; Bromeliaceae ; South America
