TitleID,Listed subjects
39139,Butterflies ; Moths ; Argentina ; Zoology
39149,Spanish language in America ; Natural history ; Chile
39383,Guyana ; Beetles
39684,Periodicals ; Zoology ; Chile
39811,"Dissertations, Academic ; History ; Piura (Dept.) ; Florida ; Peru ; 1821-1865 ; Zoology ; UF ; Paleontology ; Zoology thesis Ph. D"
39812,"UF ; Santa Cruz (Dept.) ; Dissertations, Academic ; Anthropology ; Migration, Internal ; Bolivia ; Anthropology thesis Ph. D"
40557,Fish culture ; Fishes ; Argentina ; United States
40896,Periodicals ; Plants ; Chile
41111,Natural history ; Description and travel ; French Guiana
42420,"Entomology and Nematology ; Psychodidae ; Sand flies ; Insects ; Dissertations, Academic ; UF ; Colombia ; Entomology and Nematology thesis Ph. D"
42424,Peru ; Fisheries ; Guano
42498,"Argentina ; 1746-1821 ; Birds ; Azara, Felix de, ; Paraguay"
43388,Indians of South America ; Early accounts to 1600 ; Indians of Mexico ; America ; Peru ; Discovery and exploration ; Latin America ; Natural history
43765,"Economic conditions ; Periodicals ; Societies, etc ; Guyana ; Agriculture"
43777,Pictorial works ; Catalogs and collections ; Lepidoptera ; Suriname
43798,Lepidoptera ; Ecuador
44561,Anthurium ; Ecuador ; Plants
44774,Botany ; Ecuador
44788,Plants ; Ecuador ; Pteridophyta
44791,Plants ; Pteridophyta ; Ecuador ; Quito
44792,Periodicals ; PUBLICACIONES PERIODICAS ; Sociedad Científica Argentina ; Sociedad Cientâifica Argentina ; Science ; CIENCIA ; Sociedad Cient©Ưfica Argentina
44840,Plants ; Plant ecology ; Phytogeography ; Chile
44877,Patagonia (Argentina and Chile) ; Plant ecology ; Phytosociology
44906,Suriname ; Plants
45112,Plants ; Paraguay
45186,Sheep and sheep breeding ; Agriculture ; Argentina
45308,Phytogeography ; Peru ; Andes ; Mountain plants
45409,Biology ; Chile ; Sociedad de Biología de Concepción ; Periodicals
45466,Natural history ; Periodicals ; Antiquities ; Chile
45471,Plants ; Ecuador
45861,Argentina ; Emigration and immigration law ; Statistics ; Emigration and immigration
45942,Paleontology ; Chile ; Cretaceous
45952,"Mollusks, Fossil ; Geology ; Argentina"
45984,"Horseflies ; Entomology and Nematology ; Entomology and Nematology thesis Ph. D ; Colombia ; Dissertations, Academic ; UF ; Insects"
46309,Colombia ; Scientific Expeditions ; Plants ; Natural history
46370,Periodicals ; Insects ; Chile
46523,Periodicals ; Chile ; Oceanography
46554,Chile ; Mollusks
46612,Argentina ; Mollusks
46685,"Poopó Lake (Bolivia) ; Titicaca, Lake (Peru and Bolivia) ; Natural history ; Bolivia"
46839,Peru ; Paleontology ; Ammonoidea
47043,Costa Rica ; Reptiles ; Peru ; Amphibians ; Nicaragua
47059,Early works to 1800 ; Cyperus papyrus ; Cyperaceae
48414,Venezuela ; Insects
48515,Sources ; Imprint 1827 ; Peru ; CSAIP ; Law and legislation ; Tobacco ; 19th century ; History ; Monopolies
48609,"Archaeology ; Indians of South America ; Animals, Fossil ; Travel ; History ; Castelnau, Francis, ; Bolivia ; Natural history ; Peru ; Plants ; South America ; 19th century ; Animals ; Description and travel ; Scientific Expeditions ; Brazil ; comte de, ;"
48616,Pictorial works ; Suriname ; Lepidoptera ; Butterflies
48831,Early works to 1800 ; Mauritius ; French Guiana ; Botany
48955,Venezuela ; Guyana ; Boundaries
49153,Economic conditions ; Periodicals ; Lima (Peru) ; Peru ; Imprint 1828 ; Natural history ; CSAIP
49397,Botany ; Guyana ; Essequibo
49535,Colombia ; Birds ; Curaçao (Netherlands Antilles) ; Natural history ; Description and travel
49875,Birds ; Chile ; Ornithology
49904,British Guiana ; Trinidad ; Fungi
50364,Periodicals ; Argentina ; Birds
50414,Physical geography ; Natural history ; Botany ; Description and travel ; Colombia
51049,Natural history ; Plants ; Chile
51216,"Correspondence ; Archival Materials ; Jacoby family ; 1933-1945 ; Argentina ; Jacoby, Siegfried ; Family life ; Authors ; Bunzl, Ursula, 1907-? ; Herbaria ; Translators ; Emigration and immigration ; Manuscripts"
51373,Natural history ; Peru ; Indians of South America ; Indians of Mexico ; Early accounts to 1600 ; America ; Latin America
51463,Chile ; Birds ; Argentina ; Tierra del Fuego (Argentina and Chile) ; Tierra del Fuego
51500,Science ; Argentina
